temperature,oil_temperature,oil_pressure,voltage,current,vibration,load,power_factor,frequency,temp_oil_delta,apparent_power_ratio,temp_rate_of_change,vib_rate_of_change,rolling_temp_std,rolling_current_std,failure_label,failure_mode,is_failure
63.69,53.96,20.25,407.65,46.03,0.99,73.48,0.952,49.96,9.73,0.938,0.0573,-0.0198,0.434,1.016,0,NORMAL,0
63.36,56.2,21.31,402.54,39.19,1.99,64.51,0.977,50.01,7.16,0.789,-0.0521,0.0488,0.679,1.902,0,NORMAL,0
67.24,61.04,23.47,395.5,46.27,1.18,75.13,0.98,50.0,6.2,0.915,0.0492,-0.0024,0.697,0.537,0,NORMAL,0
60.55,54.29,26.52,400.05,31.44,1.31,53.36,0.95,49.93,6.26,0.629,0.0019,-0.0068,0.322,0.821,0,NORMAL,0
68.92,64.5,24.58,399.73,43.96,0.98,76.47,0.975,49.96,4.42,0.879,-0.0048,-0.0251,1.094,1.768,0,NORMAL,0
61.03,55.13,23.41,398.23,29.23,1.56,51.36,0.946,50.0,5.9,0.582,-0.012,-0.0051,0.241,0.636,0,NORMAL,0
89.3,82.8,29.39,383.71,77.69,2.35,119.88,0.907,49.77,6.49,1.491,0.7256,0.0028,5.234,4.373,1,THERMAL_OVERLOAD,1
113.25,84.13,39.65,378.37,81.42,3.17,120.89,0.887,49.95,29.12,1.54,0.19,0.0235,4.188,6.208,1,THERMAL_OVERLOAD,1
63.61,56.56,22.17,409.86,40.11,1.46,66.67,0.939,49.99,7.05,0.822,-0.0038,-0.0092,0.225,1.344,0,NORMAL,0
109.97,94.2,29.35,394.89,72.58,3.94,111.01,0.908,49.9,15.77,1.433,0.8009,0.0042,2.883,3.892,1,THERMAL_OVERLOAD,1
62.13,57.95,27.22,398.75,36.05,1.43,58.77,0.939,49.98,4.18,0.719,-0.0311,-0.0024,0.363,1.533,0,NORMAL,0
111.78,112.03,51.98,348.15,101.79,9.23,125.5,0.658,48.47,-0.25,1.772,1.8157,0.7869,5.448,13.34,4,CRITICAL_FAILURE,1
63.4,59.07,23.86,405.33,34.36,1.78,56.3,0.952,50.01,4.33,0.696,0.0048,-0.0074,0.351,1.71,0,NORMAL,0
66.59,61.89,22.85,400.13,41.89,1.63,68.56,0.954,50.0,4.7,0.838,-0.0012,-0.0281,1.151,1.075,0,NORMAL,0
111.13,103.26,48.98,344.81,114.44,9.83,151.34,0.602,48.87,7.87,1.973,1.4824,1.1904,10.339,8.216,4,CRITICAL_FAILURE,1
61.56,55.21,23.29,395.51,29.97,1.15,48.27,0.947,50.1,6.35,0.593,0.0096,-0.0022,0.999,1.188,0,NORMAL,0
64.1,59.39,22.94,394.02,37.64,1.28,62.86,0.939,50.01,4.71,0.742,0.021,0.0078,0.778,1.115,0,NORMAL,0
65.5,57.12,23.59,402.78,34.84,1.59,55.99,0.978,50.0,8.38,0.702,0.0162,-0.0184,0.401,1.304,0,NORMAL,0
66.17,58.35,23.07,395.95,44.96,0.82,73.38,0.935,49.99,7.82,0.89,-0.0227,-0.0119,0.615,0.719,0,NORMAL,0
60.31,51.38,24.06,398.27,27.82,0.92,47.78,0.979,50.01,8.93,0.554,-0.0434,-0.0281,1.013,1.921,0,NORMAL,0
64.39,57.51,24.02,396.63,43.42,1.2,70.77,0.98,50.08,6.89,0.861,0.0578,-0.0091,0.324,1.644,0,NORMAL,0
59.86,54.74,23.36,398.82,27.39,1.74,48.13,0.966,50.06,5.12,0.546,0.0157,0.0019,0.221,1.608,0,NORMAL,0
61.89,55.34,26.51,402.42,36.86,1.53,56.48,0.943,50.01,6.55,0.742,-0.0448,-0.0285,0.915,0.944,0,NORMAL,0
61.09,53.75,23.18,397.43,38.81,1.28,65.05,0.951,49.98,7.35,0.771,0.0128,0.0022,0.505,1.591,0,NORMAL,0
66.5,58.66,22.84,395.08,40.69,1.09,67.15,0.961,50.02,7.84,0.804,-0.0115,-0.0121,1.035,0.991,0,NORMAL,0
59.86,53.46,23.44,399.43,28.45,1.93,46.64,0.933,50.0,6.4,0.568,-0.0424,0.0096,1.021,1.557,0,NORMAL,0
62.62,55.11,24.09,397.66,40.3,1.32,68.71,0.952,49.93,7.5,0.801,0.0054,-0.0393,0.236,1.247,0,NORMAL,0
66.25,57.22,24.02,397.92,44.68,1.66,75.17,0.941,50.01,9.03,0.889,0.0099,0.0125,0.82,1.252,0,NORMAL,0
64.21,56.54,16.66,395.71,41.93,9.75,69.67,0.919,50.06,7.66,0.83,0.0128,0.4439,1.454,2.132,2,MECHANICAL_FAULT,1
69.71,64.96,25.61,411.78,42.7,1.3,72.62,0.97,50.0,4.75,0.879,-0.048,0.0292,0.928,1.799,0,NORMAL,0
85.07,80.2,50.72,364.05,51.71,3.01,81.36,0.699,49.9,4.87,0.941,0.2693,-0.0016,2.62,3.951,3,DIELECTRIC_FAULT,1
68.49,63.07,21.75,395.12,44.62,6.22,76.2,0.948,49.93,5.42,0.882,0.0916,0.5875,1.452,1.516,2,MECHANICAL_FAULT,1
64.24,54.95,23.82,401.45,40.48,1.73,68.03,0.953,49.97,9.29,0.812,0.0201,0.0079,0.99,0.889,0,NORMAL,0
70.97,63.83,27.93,397.53,31.74,6.25,60.37,0.92,50.09,7.14,0.631,0.02,0.5161,0.924,2.554,2,MECHANICAL_FAULT,1
119.52,115.42,61.56,354.86,113.25,11.02,153.36,0.601,49.06,4.1,2.009,0.8769,1.095,9.328,11.713,4,CRITICAL_FAILURE,1
70.21,61.33,25.77,388.18,38.7,1.47,69.33,0.967,49.95,8.87,0.751,0.0024,-0.0081,0.757,1.761,0,NORMAL,0
62.43,52.64,24.04,405.96,28.47,1.12,46.44,0.937,50.01,9.79,0.578,0.0188,0.0392,0.946,1.66,0,NORMAL,0
62.0,52.25,27.39,400.81,32.41,2.05,52.86,0.968,50.03,9.75,0.65,-0.0346,0.0514,1.023,1.658,0,NORMAL,0
62.56,54.56,23.82,403.45,47.15,11.65,84.83,0.909,50.05,8.0,0.951,0.0739,0.3968,1.729,2.7,2,MECHANICAL_FAULT,1
134.22,104.24,54.19,354.39,109.03,13.97,151.85,0.716,49.02,29.99,1.932,1.1205,0.6484,9.098,7.313,4,CRITICAL_FAILURE,1
64.14,57.47,23.72,405.5,42.03,1.85,68.62,0.975,49.9,6.67,0.852,0.001,-0.0128,0.233,1.203,0,NORMAL,0
62.88,56.51,23.2,404.3,42.85,2.05,69.37,0.944,50.03,6.37,0.866,-0.0163,-0.0033,0.312,1.274,0,NORMAL,0
65.42,55.46,24.22,401.53,36.76,1.8,60.09,0.966,49.99,9.96,0.738,0.0199,0.0299,1.012,1.096,0,NORMAL,0
64.22,55.53,23.86,406.11,33.86,1.43,56.91,0.948,49.95,8.69,0.688,0.0314,-0.0011,0.548,1.679,0,NORMAL,0
113.43,102.08,31.61,389.92,61.62,3.7,96.51,0.895,49.87,11.34,1.201,0.8332,0.0565,4.215,4.295,1,THERMAL_OVERLOAD,1
56.42,50.23,22.29,404.1,29.0,1.54,48.42,0.96,50.05,6.19,0.586,-0.0024,0.0152,0.5,1.63,0,NORMAL,0
121.0,115.69,53.47,349.91,97.81,15.96,150.81,0.653,48.78,5.31,1.711,1.5483,0.8305,11.012,7.017,4,CRITICAL_FAILURE,1
58.71,51.49,26.27,397.52,32.18,1.77,54.01,0.953,50.02,7.23,0.64,-0.0148,-0.0322,0.473,1.437,0,NORMAL,0
104.5,100.98,34.53,400.44,80.1,3.4,116.28,0.906,49.92,3.52,1.604,0.2968,-0.0081,5.468,4.544,1,THERMAL_OVERLOAD,1
71.56,89.35,43.3,383.28,40.5,3.3,74.28,0.754,49.73,-17.79,0.776,0.1573,-0.0145,3.609,2.681,3,DIELECTRIC_FAULT,1
74.76,82.35,7.71,359.51,40.0,2.52,73.66,0.827,49.69,-7.58,0.719,0.2211,0.0714,1.746,4.386,3,DIELECTRIC_FAULT,1
60.38,56.26,28.12,397.89,32.37,2.01,55.61,0.971,49.99,4.12,0.644,0.0476,-0.0115,0.488,0.583,0,NORMAL,0
64.29,55.07,24.9,398.83,46.72,1.42,77.06,0.956,50.06,9.22,0.932,-0.0522,-0.0072,1.169,0.887,0,NORMAL,0
60.09,54.48,25.71,398.6,29.37,0.8,51.33,0.974,50.02,5.6,0.585,0.0068,-0.0123,0.351,0.593,0,NORMAL,0
60.31,51.29,26.76,398.11,32.81,1.38,51.13,0.952,49.99,9.02,0.653,0.0644,-0.0197,0.966,1.027,0,NORMAL,0
67.67,58.52,22.67,394.53,45.79,1.26,77.39,0.968,49.95,9.15,0.903,-0.0123,-0.0227,0.231,1.74,0,NORMAL,0
62.65,56.63,22.31,405.36,36.9,1.17,66.04,0.934,50.03,6.02,0.748,0.0557,-0.0251,0.989,1.716,0,NORMAL,0
63.01,55.2,24.87,399.08,34.6,1.15,61.14,0.945,49.96,7.8,0.69,0.0336,-0.0132,0.975,0.695,0,NORMAL,0
63.45,55.1,24.63,395.83,30.78,1.56,52.59,0.97,49.98,8.35,0.609,0.031,-0.0297,1.086,1.424,0,NORMAL,0
65.02,59.0,28.57,400.62,38.46,1.01,64.24,0.948,50.03,6.02,0.77,-0.059,-0.0172,0.961,1.315,0,NORMAL,0
64.66,58.08,23.0,395.76,43.7,1.75,71.92,0.95,50.03,6.58,0.865,0.0357,0.0267,1.141,1.57,0,NORMAL,0
58.43,50.81,25.74,395.99,32.31,1.28,52.84,0.965,49.97,7.62,0.64,-0.0239,0.0123,0.932,1.454,0,NORMAL,0
63.88,57.91,27.18,405.38,45.74,8.81,82.79,0.905,50.05,5.97,0.927,0.0757,0.5237,1.483,2.156,2,MECHANICAL_FAULT,1
66.35,60.73,22.28,389.95,37.55,10.35,77.52,0.935,50.03,5.62,0.732,0.0032,0.4481,0.841,1.393,2,MECHANICAL_FAULT,1
64.79,56.26,22.31,399.25,39.43,1.65,69.56,0.964,49.99,8.53,0.787,-0.0544,-0.0004,0.211,0.755,0,NORMAL,0
64.55,59.44,25.29,404.41,31.22,1.87,52.28,0.956,49.97,5.11,0.631,0.0209,-0.0228,0.28,1.163,0,NORMAL,0
105.54,104.76,36.63,391.58,64.97,2.22,96.68,0.885,50.03,0.78,1.272,0.5486,0.0726,3.455,5.227,1,THERMAL_OVERLOAD,1
64.8,59.29,25.3,397.66,41.19,1.55,69.72,0.96,50.04,5.51,0.819,0.0348,-0.0101,0.723,0.675,0,NORMAL,0
66.1,57.52,23.83,403.3,43.66,0.99,71.79,0.941,49.99,8.58,0.88,0.0491,-0.0037,1.019,1.04,0,NORMAL,0
66.62,59.95,24.37,403.26,45.24,1.0,73.95,0.944,50.1,6.67,0.912,-0.003,-0.0146,0.849,0.866,0,NORMAL,0
65.74,59.47,22.46,399.08,41.19,2.03,67.89,0.935,50.06,6.26,0.822,-0.0184,-0.0068,0.266,1.633,0,NORMAL,0
64.13,54.84,26.66,392.37,35.87,1.08,61.44,0.974,49.94,9.29,0.704,-0.0336,0.0142,0.248,1.028,0,NORMAL,0
66.85,62.12,25.86,406.37,41.93,1.82,75.5,0.952,50.11,4.74,0.852,-0.0258,0.0098,0.415,1.855,0,NORMAL,0
62.56,54.11,24.17,410.36,35.23,2.03,64.08,0.977,50.04,8.45,0.723,-0.026,0.0031,0.551,1.653,0,NORMAL,0
60.02,52.6,29.23,401.62,32.45,1.95,52.78,0.954,50.02,7.43,0.652,0.035,0.0176,0.813,1.028,0,NORMAL,0
60.54,53.16,27.36,407.46,33.07,0.93,53.3,0.973,49.97,7.38,0.674,0.0034,0.0304,1.021,1.5,0,NORMAL,0
65.53,59.05,28.36,401.02,46.9,0.89,75.18,0.96,49.96,6.48,0.94,0.0184,0.0102,0.371,1.846,0,NORMAL,0
68.82,61.39,28.0,404.54,44.23,1.3,75.26,0.973,49.96,7.43,0.895,-0.0041,-0.0219,0.695,0.884,0,NORMAL,0
57.5,50.44,26.54,397.6,29.69,1.51,46.01,0.955,50.01,7.06,0.59,-0.0625,0.0345,1.039,0.741,0,NORMAL,0
114.33,104.47,28.56,397.01,80.31,2.79,121.0,0.912,49.81,9.86,1.594,0.407,0.0339,2.968,6.74,1,THERMAL_OVERLOAD,1
64.34,58.46,25.31,405.58,41.11,0.81,72.88,0.95,49.98,5.88,0.834,0.0366,-0.0215,0.966,0.956,0,NORMAL,0
105.66,103.71,25.89,402.95,67.18,3.25,104.29,0.934,49.79,1.95,1.353,0.394,0.0937,4.724,6.751,1,THERMAL_OVERLOAD,1
64.8,60.13,24.62,402.51,37.8,1.76,65.49,0.957,49.92,4.68,0.761,-0.0609,-0.0053,0.307,1.997,0,NORMAL,0
57.56,50.86,23.92,407.87,26.2,1.44,46.84,0.971,49.99,6.7,0.534,0.0014,-0.0056,1.081,0.826,0,NORMAL,0
60.18,53.82,22.53,393.97,30.93,0.93,51.62,0.974,49.94,6.35,0.609,0.0286,0.0298,0.806,1.095,0,NORMAL,0
60.23,55.13,21.0,402.06,32.12,1.95,52.23,0.978,50.05,5.1,0.646,-0.0213,-0.0307,0.958,1.623,0,NORMAL,0
111.57,87.18,29.88,397.87,73.41,3.68,102.06,0.909,49.93,24.39,1.46,0.5135,0.019,3.048,4.121,1,THERMAL_OVERLOAD,1
72.81,76.01,51.08,390.52,31.77,2.26,57.47,0.809,49.91,-3.2,0.62,0.1184,0.0953,2.259,4.647,3,DIELECTRIC_FAULT,1
66.35,59.98,23.35,399.65,39.2,1.13,63.01,0.947,49.99,6.37,0.783,-0.016,0.0119,0.513,1.854,0,NORMAL,0
63.86,56.34,25.38,402.0,40.27,0.91,64.34,0.936,49.99,7.53,0.809,0.0647,-0.0087,0.328,1.808,0,NORMAL,0
98.73,89.4,26.39,399.0,87.25,2.71,129.97,0.91,49.95,9.33,1.741,0.4645,0.0507,3.629,6.417,1,THERMAL_OVERLOAD,1
100.88,101.04,29.2,389.11,87.64,2.9,131.77,0.896,49.94,-0.16,1.705,0.6495,-0.0811,3.818,3.458,1,THERMAL_OVERLOAD,1
105.78,90.57,38.5,374.89,74.87,3.34,119.67,0.888,49.96,15.21,1.403,0.4905,0.1028,3.011,4.113,1,THERMAL_OVERLOAD,1
60.83,52.07,22.95,407.28,26.81,1.79,48.2,0.964,50.02,8.76,0.546,-0.002,-0.0072,0.533,1.504,0,NORMAL,0
65.82,58.67,25.0,392.25,35.42,1.15,60.11,0.968,50.03,7.15,0.695,0.0312,-0.0107,0.257,0.998,0,NORMAL,0
123.72,107.3,55.46,348.4,115.26,14.47,155.47,0.746,48.77,16.42,2.008,1.7529,1.048,7.325,11.61,4,CRITICAL_FAILURE,1
121.25,103.49,64.09,345.66,96.64,12.0,121.91,0.715,48.23,17.76,1.67,1.1988,0.8337,7.186,7.542,4,CRITICAL_FAILURE,1
67.18,60.76,23.5,386.6,32.89,8.72,60.31,0.948,50.13,6.42,0.636,-0.0062,0.3964,1.721,1.851,2,MECHANICAL_FAULT,1
110.14,115.78,59.24,348.65,96.41,14.99,145.13,0.77,49.13,-5.64,1.681,0.8177,0.7015,8.382,13.101,4,CRITICAL_FAILURE,1
102.17,96.22,35.49,397.48,88.34,3.46,130.12,0.939,49.86,5.95,1.756,0.6965,-0.0169,4.137,5.69,1,THERMAL_OVERLOAD,1
65.81,59.69,25.23,397.86,41.11,1.21,67.56,0.964,49.95,6.11,0.818,0.0164,-0.0016,1.091,1.991,0,NORMAL,0
116.21,100.74,31.44,403.48,78.11,3.99,121.15,0.905,49.81,15.46,1.576,0.4204,0.0138,5.419,3.19,1,THERMAL_OVERLOAD,1
62.35,53.72,20.29,406.86,38.94,1.79,62.15,0.958,49.94,8.63,0.792,-0.0017,0.0218,0.774,0.693,0,NORMAL,0
81.29,92.93,57.78,387.36,34.16,2.59,74.71,0.802,49.72,-11.64,0.662,0.3805,0.0495,3.521,4.369,3,DIELECTRIC_FAULT,1
61.23,53.62,24.73,405.9,34.78,1.65,55.46,0.962,50.05,7.61,0.706,0.0492,0.0148,0.437,1.269,0,NORMAL,0
62.59,57.41,24.42,405.55,38.83,9.86,71.24,0.909,50.08,5.19,0.787,0.0398,0.3755,1.607,2.043,2,MECHANICAL_FAULT,1
75.94,67.87,28.01,394.29,40.0,8.28,70.65,0.909,50.13,8.07,0.789,0.0138,0.4516,1.249,1.401,2,MECHANICAL_FAULT,1
69.28,62.73,20.98,390.76,31.78,6.09,63.19,0.918,49.95,6.55,0.621,-0.0235,0.4724,1.137,2.231,2,MECHANICAL_FAULT,1
75.52,84.99,9.46,377.86,48.62,2.55,83.14,0.789,49.72,-9.47,0.919,0.2101,0.0914,3.319,4.428,3,DIELECTRIC_FAULT,1
95.39,104.24,31.66,398.33,83.33,3.71,123.47,0.9,49.94,-8.86,1.66,0.2616,-0.0277,5.023,6.185,1,THERMAL_OVERLOAD,1
69.84,65.77,23.24,404.26,45.56,1.45,77.6,0.947,50.02,4.07,0.921,0.0136,0.017,1.114,1.329,0,NORMAL,0
130.48,102.22,52.41,339.33,105.98,14.33,151.19,0.605,48.42,28.26,1.798,1.382,1.132,6.861,7.918,4,CRITICAL_FAILURE,1
62.99,53.74,23.61,400.78,41.73,1.51,72.06,0.959,50.04,9.25,0.836,-0.0188,0.0253,0.388,0.67,0,NORMAL,0
59.88,53.95,30.6,396.81,36.12,5.21,64.25,0.927,50.01,5.93,0.717,0.0707,0.565,1.887,2.684,2,MECHANICAL_FAULT,1
63.79,56.08,27.99,401.11,38.78,1.95,63.08,0.969,49.98,7.71,0.778,0.0481,-0.0068,0.919,0.971,0,NORMAL,0
59.6,54.8,28.1,402.53,36.08,1.96,61.43,0.976,50.04,4.8,0.726,0.0461,-0.0112,0.275,0.586,0,NORMAL,0
79.35,85.37,57.44,397.36,32.71,2.48,57.14,0.787,49.93,-6.02,0.65,0.092,0.0682,3.868,3.76,3,DIELECTRIC_FAULT,1
97.91,95.06,30.72,394.65,58.79,2.9,97.98,0.904,49.94,2.85,1.16,0.6023,0.0731,4.027,6.107,1,THERMAL_OVERLOAD,1
61.15,55.07,29.05,402.54,33.58,2.01,55.23,0.973,50.0,6.08,0.676,-0.0083,-0.0232,1.032,0.965,0,NORMAL,0
129.4,110.57,48.25,343.44,124.12,12.89,136.95,0.77,48.75,18.83,2.131,1.3919,0.9362,11.096,11.083,4,CRITICAL_FAILURE,1
68.78,59.58,23.57,400.63,43.29,1.82,68.92,0.965,50.01,9.21,0.867,-0.0129,0.0063,0.854,0.944,0,NORMAL,0
59.85,53.13,24.08,393.68,32.42,2.02,53.82,0.959,49.99,6.72,0.638,0.008,0.0055,0.663,1.49,0,NORMAL,0
76.22,84.41,50.54,391.07,37.73,3.73,71.99,0.811,49.77,-8.19,0.738,0.1697,0.0273,1.809,3.285,3,DIELECTRIC_FAULT,1
66.49,57.01,25.48,401.88,37.32,2.06,68.66,0.938,50.02,9.48,0.75,0.0272,0.0165,0.354,1.864,0,NORMAL,0
67.54,59.19,22.29,412.74,43.62,1.85,76.63,0.967,49.99,8.35,0.9,0.02,-0.0102,0.814,0.854,0,NORMAL,0
58.67,52.47,23.21,395.93,42.75,8.82,77.11,0.935,50.04,6.2,0.846,-0.0057,0.4414,1.353,2.32,2,MECHANICAL_FAULT,1
62.62,56.57,24.73,396.15,27.08,1.11,45.15,0.977,49.99,6.05,0.536,-0.0165,-0.0016,0.339,0.619,0,NORMAL,0
63.85,54.6,23.85,399.78,39.36,1.86,66.17,0.96,49.99,9.25,0.787,-0.0188,0.002,0.34,1.434,0,NORMAL,0
112.96,100.88,28.18,402.56,65.0,3.51,103.07,0.88,49.78,12.08,1.308,0.2014,0.0065,5.444,6.174,1,THERMAL_OVERLOAD,1
64.01,57.09,29.8,400.71,38.05,1.25,64.9,0.93,49.91,6.92,0.762,-0.0434,0.0376,0.5,0.904,0,NORMAL,0
72.28,79.75,50.67,366.81,35.86,1.84,61.01,0.701,49.99,-7.48,0.658,0.2338,-0.0057,2.777,3.228,3,DIELECTRIC_FAULT,1
63.04,56.21,24.55,397.48,41.61,2.1,72.8,0.959,49.99,6.82,0.827,0.0191,0.0052,0.546,1.432,0,NORMAL,0
70.37,76.72,6.6,375.6,48.12,3.03,86.79,0.717,49.7,-6.34,0.904,0.2851,-0.0333,2.946,4.041,3,DIELECTRIC_FAULT,1
64.69,58.63,26.93,402.5,42.87,0.94,67.82,0.947,49.98,6.06,0.863,0.039,-0.0108,1.051,1.816,0,NORMAL,0
80.02,81.27,7.62,387.09,46.64,3.73,80.09,0.821,49.58,-1.25,0.903,0.2347,-0.0176,3.138,4.78,3,DIELECTRIC_FAULT,1
65.58,61.0,25.42,406.88,44.13,1.93,72.87,0.938,50.0,4.57,0.898,-0.0278,-0.0242,0.85,1.635,0,NORMAL,0
85.86,77.11,49.36,395.47,37.17,2.8,67.67,0.75,49.71,8.74,0.735,0.3695,0.1227,3.982,4.627,3,DIELECTRIC_FAULT,1
69.15,63.4,20.84,395.48,38.86,6.11,69.21,0.944,49.97,5.75,0.768,0.1163,0.3857,1.124,1.658,2,MECHANICAL_FAULT,1
64.81,58.53,23.26,398.42,45.75,1.3,74.74,0.949,50.05,6.29,0.911,-0.0454,0.0055,1.012,1.215,0,NORMAL,0
91.53,83.62,49.95,390.47,32.01,3.16,67.16,0.793,49.75,7.9,0.625,0.328,0.09,2.874,4.437,3,DIELECTRIC_FAULT,1
66.32,57.26,27.27,399.03,38.63,1.73,67.04,0.955,50.0,9.06,0.771,-0.0145,0.0245,0.367,1.669,0,NORMAL,0
87.15,84.71,7.87,396.72,40.43,3.49,72.22,0.726,49.62,2.43,0.802,0.2661,0.0183,1.674,3.34,3,DIELECTRIC_FAULT,1
93.1,94.93,27.59,389.4,77.9,3.56,113.41,0.906,50.01,-1.83,1.517,0.2638,-0.0112,3.133,5.252,1,THERMAL_OVERLOAD,1
65.62,56.94,23.56,397.58,42.56,1.46,73.31,0.941,49.98,8.68,0.846,-0.029,-0.0035,1.188,1.228,0,NORMAL,0
63.48,57.02,26.86,402.54,44.27,2.05,69.98,0.975,49.99,6.47,0.891,0.0341,-0.0221,0.472,0.786,0,NORMAL,0
64.17,54.43,21.78,395.64,39.72,1.5,65.82,0.964,50.01,9.75,0.786,-0.0057,-0.0071,1.007,1.189,0,NORMAL,0
64.54,60.44,23.48,397.26,34.9,0.82,56.05,0.931,49.97,4.1,0.693,-0.0381,0.0026,0.554,0.583,0,NORMAL,0
64.75,57.61,23.49,397.76,33.53,2.14,61.12,0.973,49.99,7.14,0.667,0.0062,-0.008,0.548,1.992,0,NORMAL,0
62.03,57.25,26.23,402.15,32.56,1.36,52.01,0.979,50.0,4.78,0.655,0.0019,0.0026,0.65,0.705,0,NORMAL,0
88.85,94.04,27.55,375.4,81.77,3.97,126.96,0.938,49.97,-5.19,1.535,0.348,0.0763,5.789,4.217,1,THERMAL_OVERLOAD,1
67.34,62.21,25.52,402.85,41.09,1.32,71.89,0.952,49.97,5.13,0.828,0.0105,-0.0313,0.239,1.5,0,NORMAL,0
68.6,62.75,24.69,405.99,47.09,2.2,76.45,0.93,50.06,5.85,0.956,-0.0099,-0.013,0.226,1.674,0,NORMAL,0
126.65,99.64,50.18,357.25,106.91,15.64,140.13,0.666,48.39,27.01,1.91,1.7033,1.1038,6.446,8.263,4,CRITICAL_FAILURE,1
65.25,55.42,29.51,401.17,38.1,1.61,64.51,0.954,50.01,9.83,0.764,0.0124,0.0198,1.001,1.68,0,NORMAL,0
112.61,110.3,58.25,346.44,107.4,11.69,144.35,0.714,48.39,2.31,1.86,1.3689,0.9734,7.576,9.7,4,CRITICAL_FAILURE,1
58.05,49.4,22.13,394.6,31.82,9.43,61.29,0.953,49.95,8.65,0.628,0.0219,0.2053,1.506,1.695,2,MECHANICAL_FAULT,1
100.58,100.31,28.7,390.36,82.85,2.77,123.62,0.9,49.91,0.27,1.617,0.7171,0.0843,3.989,5.767,1,THERMAL_OVERLOAD,1
87.37,94.69,6.32,393.91,42.34,3.11,77.54,0.727,49.64,-7.32,0.834,0.1489,-0.0064,3.126,3.817,3,DIELECTRIC_FAULT,1
61.74,52.72,24.48,400.22,37.09,1.16,64.89,0.951,50.05,9.02,0.742,-0.0078,0.0017,0.628,0.913,0,NORMAL,0
64.15,56.27,24.46,397.83,39.9,1.2,65.89,0.957,49.99,7.88,0.794,-0.0097,-0.0046,0.22,0.643,0,NORMAL,0
61.13,53.21,22.14,401.65,32.0,1.97,53.7,0.94,50.01,7.92,0.643,-0.0222,-0.0121,0.358,1.93,0,NORMAL,0
63.46,56.14,26.76,399.85,45.34,7.56,81.52,0.913,49.91,7.31,0.906,-0.0268,0.484,1.024,2.107,2,MECHANICAL_FAULT,1
58.84,54.65,27.13,395.21,34.64,1.98,54.95,0.958,50.05,4.18,0.685,-0.0283,0.0215,0.946,1.015,0,NORMAL,0
63.63,57.17,24.93,401.37,36.33,1.0,61.7,0.964,49.97,6.45,0.729,0.0255,-0.0122,0.893,0.687,0,NORMAL,0
66.22,56.47,28.18,398.72,44.11,1.57,74.21,0.941,49.93,9.75,0.879,-0.01,0.0025,0.403,1.917,0,NORMAL,0
64.96,57.63,23.88,404.83,36.25,1.96,59.61,0.962,50.02,7.33,0.734,0.0404,0.0104,0.741,1.408,0,NORMAL,0
64.81,55.92,29.32,401.76,43.62,0.81,71.75,0.959,50.01,8.89,0.876,0.0166,-0.0006,1.102,1.696,0,NORMAL,0
62.74,57.23,27.61,399.07,35.23,0.94,55.02,0.977,50.01,5.51,0.703,-0.0165,0.0102,0.912,1.077,0,NORMAL,0
107.25,93.34,33.32,391.2,74.92,3.18,108.68,0.887,49.93,13.91,1.466,0.4343,-0.0085,2.58,6.793,1,THERMAL_OVERLOAD,1
76.11,91.99,10.84,406.88,38.68,2.74,71.94,0.752,49.85,-15.88,0.787,0.3766,0.0148,3.506,3.354,3,DIELECTRIC_FAULT,1
64.89,55.97,21.86,412.45,33.36,1.73,59.93,0.97,50.01,8.92,0.688,0.033,-0.0273,0.347,1.013,0,NORMAL,0
65.26,56.69,24.2,402.53,39.94,1.31,65.62,0.936,50.0,8.57,0.804,-0.011,-0.0127,0.253,1.533,0,NORMAL,0
107.08,100.13,30.78,394.82,77.74,3.05,121.35,0.899,49.77,6.95,1.535,0.5003,0.0691,6.189,6.448,1,THERMAL_OVERLOAD,1
63.47,57.93,26.38,406.5,39.81,1.39,66.93,0.96,49.98,5.54,0.809,-0.0024,-0.0098,1.189,1.811,0,NORMAL,0
59.36,52.74,21.4,394.24,27.77,1.18,45.8,0.965,50.04,6.62,0.547,0.0347,-0.0662,0.697,1.156,0,NORMAL,0
73.74,67.63,25.78,405.61,45.23,6.27,75.34,0.912,50.01,6.11,0.917,0.0174,0.1927,1.855,1.407,2,MECHANICAL_FAULT,1
61.55,53.55,28.23,395.94,36.08,1.08,63.99,0.942,50.02,8.0,0.714,0.0017,0.004,0.62,1.643,0,NORMAL,0
60.89,52.91,25.47,399.41,25.91,0.94,45.15,0.937,50.06,7.98,0.517,-0.0198,0.0141,0.769,1.142,0,NORMAL,0
62.6,53.25,21.84,399.95,31.57,1.68,50.99,0.948,50.07,9.35,0.631,0.0034,-0.015,0.474,1.95,0,NORMAL,0
64.84,60.81,25.75,396.85,39.15,0.97,63.89,0.958,49.95,4.04,0.777,-0.0108,-0.0079,0.914,0.548,0,NORMAL,0
60.6,54.26,25.12,408.28,31.89,1.23,52.46,0.973,49.98,6.35,0.651,0.0436,-0.0094,0.837,0.646,0,NORMAL,0
68.5,61.76,24.25,397.15,44.52,7.09,81.71,0.925,49.99,6.74,0.884,0.0217,0.3606,1.831,1.194,2,MECHANICAL_FAULT,1
67.24,63.0,28.11,401.43,43.13,2.12,71.85,0.959,50.02,4.23,0.866,0.0198,0.0189,0.481,0.732,0,NORMAL,0
63.58,58.71,23.98,406.27,38.91,1.11,66.34,0.958,49.94,4.87,0.79,0.034,-0.0401,0.897,1.983,0,NORMAL,0
